Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,0,-0.5308945752548584,1,0,-0.5280326650334237,False,True
1,1,1,0.5563425174127479,1,0,0.6979560284475278,False,False
1,3,1,-0.2590853020879568,0,0,-0.5151090398555921,False,True
1,1,1,0.35248556253757174,1,0,0.3498165414903948,False,True
0,3,0,0.35248556253757174,0,0,-0.5127157759337715,False,True
0,3,0,,0,0,-0.5048984186595364,True,False
0,1,0,1.6435796100803541,0,0,0.3261232286643702,False,True
0,3,0,-1.8899409410893664,3,1,-0.2633376752800586,False,True
1,3,1,-0.19113298379623142,0,2,-0.45368257073257434,False,True
1,2,1,-1.0745131215886616,1,0,-0.0911030865767442,False,False
1,3,1,-1.7540363045059155,1,1,-0.34710191254378175,False,True
1,1,1,1.9153888832472559,0,0,-0.15851271550431362,False,True
0,3,0,-0.6667992118383091,0,0,-0.5127157759337715,False,True
0,3,0,0.6242948357044733,1,5,-0.06804733925949266,False,True
0,3,1,-1.0745131215886616,0,0,-0.5164645845409114,False,True
1,2,1,1.7115319283720796,0,0,-0.36050419050597743,False,True
0,3,0,-1.8899409410893664,4,1,-0.10921147871480802,True,False
1,2,0,,0,0,-0.4179425246296733,False,True
0,3,1,0.08067628937067015,1,0,-0.32221196775684685,False,True
1,3,1,,0,0,-0.5285113178177878,False,False
0,2,0,0.35248556253757174,0,0,-0.16904307676032454,False,True
1,2,0,0.2845332442458463,0,0,-0.4179425246296733,False,True
1,3,1,-1.0065608032969362,0,0,-0.5131140150503625,True,False
1,1,0,-0.12318066550450604,0,0,0.01284498129804571,False,True
0,3,1,-1.482227031339014,3,1,-0.2633376752800586,False,True
1,3,1,0.5563425174127479,1,5,-0.06589340172985406,False,True
0,3,0,,0,0,-0.5285113178177878,False,False
0,1,0,-0.7347515301300346,3,2,4.368585319011649,False,True
1,3,1,,0,0,-0.5159859317565473,True,False
0,3,0,,0,0,-0.5156681063077294,False,True
0,1,0,0.6922471539961987,0,0,-0.1360964483069726,False,False
1,1,1,,1,0,2.138461582991384,False,False
1,3,1,,0,0,-0.5184596093461411,True,False
0,2,0,2.459007429581059,0,0,-0.46580780306608655,False,True
0,1,0,-0.12318066550450604,1,0,0.9064093160381075,False,False
0,1,0,0.8281517905796495,1,0,0.32875581897837297,False,True
1,3,0,,0,0,-0.5284309041500147,False,False
0,3,0,-0.5988468935465838,0,0,-0.5127157759337715,False,True
0,3,1,-0.80270384842176,2,0,-0.32221196775684685,False,True
1,3,1,-1.0745131215886616,1,0,-0.45160713225957144,False,False
0,3,1,0.6922471539961987,1,0,-0.48543256722501593,False,True
0,2,1,-0.19113298379623142,1,0,-0.264773633633151,False,True
0,3,0,,0,0,-0.5156681063077294,False,False
1,2,1,-1.821988622797641,1,2,0.129238021566303,False,False
1,3,1,-0.7347515301300346,0,0,-0.5159859317565473,True,False
0,3,0,,0,0,-0.5127157759337715,False,True
0,3,0,,1,0,-0.3700772461932601,True,False
0,3,0,,2,0,-0.25176959478754624,False,False
0,3,1,-0.80270384842176,1,0,-0.3260411900317599,False,True
0,3,0,-1.5501793496307392,4,1,0.09301932267903786,False,True
0,3,0,-0.5988468935465838,0,0,-0.5175023037774128,False,True
1,1,1,1.3038180186217272,1,0,0.802223836382273,False,False
1,2,1,-0.055228347212780644,1,0,-0.16904307676032454,False,True
0,1,0,2.3910551112893335,0,1,0.5198186936074349,False,False
1,1,0,,0,0,0.01284498129804571,False,True
1,2,1,-0.5988468935465838,0,0,-0.46580780306608655,False,True
0,3,0,-0.08920450635864334,0,0,-0.5284309041500147,False,False
1,2,1,-1.68608398621419,1,2,-0.1355373818548353,False,True
0,3,0,-1.2783700764638377,5,2,0.23111065096809,False,True
0,3,0,-0.5308945752548584,0,0,-0.5284309041500147,False,False
1,1,1,0.5563425174127479,0,0,0.8648469374662011,False,False
0,1,0,1.0320087454548257,1,0,0.9313796744928153,False,True
0,3,0,-1.7540363045059155,3,2,-0.13266546514865052,False,True
0,1,0,,0,0,-0.1360964483069726,False,False
1,3,0,,1,1,-0.3749441877046746,False,False
1,2,1,-0.055228347212780644,0,0,-0.46580780306608655,False,True
0,3,0,-0.7347515301300346,0,0,-0.510642252071906,False,True
1,3,1,-0.8706561667134853,4,2,-0.5151090398555921,False,True
0,3,0,-0.2590853020879568,2,0,-0.5009887827168502,False,True
0,2,0,0.14862860766239555,0,0,-0.46580780306608655,False,True
0,3,1,-0.9386084850052108,5,2,0.23111065096809,False,True
0,2,0,-0.5988468935465838,0,0,0.7403972135315268,False,True
0,3,0,-0.2590853020879568,1,0,-0.39010024946878047,False,False
1,3,0,0.14862860766239555,0,0,0.4148329064961437,False,True
0,3,0,-0.3270376203796822,0,0,-0.5203742204835976,False,True
1,2,0,-1.9694451534906852,0,2,-0.11160474263662867,False,True
1,3,1,0.012723971078944749,0,0,-0.42799423310132007,False,True
0,3,0,-0.5308945752548584,0,0,-0.49452697012793445,False,True
1,3,0,-0.055228347212780644,0,0,-0.48495391444065183,False,True
1,3,1,,0,0,-0.5177416301695948,True,False
0,1,0,-0.12318066550450604,0,0,0.23493987324300308,False,True
1,2,1,-0.8706561667134853,0,0,-0.46580780306608655,False,True
1,3,1,0.21658092595412093,3,0,-0.3633761072121622,False,True
0,3,0,-0.9386084850052108,1,3,-0.008694393998340242,False,True
1,1,1,-0.462942256963133,3,2,4.368585319011649,False,True
0,3,0,-0.39498993867140764,0,0,-0.5127157759337715,False,True
0,3,0,-0.055228347212780644,0,0,-0.5127157759337715,False,True
0,3,0,-0.6667992118383091,0,0,-0.5164645845409114,False,True
0,1,0,1.0999610637465511,1,0,0.5044213908400095,False,True
0,3,0,-0.2590853020879568,1,2,-0.27291073096734125,False,True
0,3,0,1.983341201538981,0,0,-0.5280326650334237,False,True
0,1,0,2.7987690210396856,0,0,-0.0033487997025615553,False,False
1,1,0,-0.462942256963133,0,1,0.5462230958040979,False,False
1,2,1,0.2845332442458463,0,1,-0.2264814108840204,False,True
0,2,0,0.2845332442458463,1,0,-0.16904307676032454,False,True
0,3,1,-0.12318066550450604,0,0,-0.5156681063077294,False,True
0,1,0,-0.5988468935465838,0,1,0.8129131103626926,False,True
0,3,0,0.21658092595412093,0,0,-0.5011476954412591,False,True
0,3,0,0.4883901991210225,2,0,-0.5151090398555921,False,True
0,3,0,-0.12318066550450604,0,0,-0.5156681063077294,False,True
1,3,1,-0.5988468935465838,0,0,-0.5203742204835976,False,True
1,3,0,,0,0,-0.517980956561777,False,True
0,3,0,0.5563425174127479,0,0,-0.5156681063077294,False,True
1,3,1,,1,0,-0.20446338280327037,True,False
0,1,0,1.1679133820382765,0,0,0.32875581897837297,False,True
0,3,1,-1.040536962442799,1,0,-0.39010024946878047,False,False
0,3,0,-0.5308945752548584,0,0,-0.5127157759337715,False,True
0,3,1,-0.6667992118383091,1,0,-0.4787314282439181,False,True
0,3,1,-0.8706561667134853,0,0,-0.3900217504121447,False,False
0,3,0,-0.5988468935465838,0,0,-0.5151090398555921,False,True
0,3,0,2.764792861893823,0,0,-0.5184596093461411,True,False
0,2,0,-0.055228347212780644,1,0,-0.264773633633151,False,True
0,1,0,-0.39498993867140764,0,1,4.072218831822478,False,False
0,3,1,-1.8899409410893664,4,2,-0.06804733925949266,False,True
0,2,0,-0.5988468935465838,2,0,0.7403972135315268,False,True
0,2,0,0.18260476680825824,1,0,-0.0911030865767442,False,False
1,2,1,0.18260476680825824,0,0,-0.4179425246296733,False,True
0,1,0,1.6435796100803541,0,1,0.8129131103626926,False,True
1,3,0,-1.2104177581721123,1,0,-0.45160713225957144,False,False
0,3,0,,0,0,-0.5184596093461411,True,False
1,3,0,-0.39498993867140764,0,0,-0.5301061888952892,False,True
1,3,1,,1,1,-0.23876747055307895,False,False
0,3,0,1.0320087454548257,0,0,-0.5332978456614291,False,True
0,3,0,0.21658092595412093,0,0,-0.5156681063077294,False,False
0,3,0,-0.6667992118383091,0,0,-0.5318618873083367,False,True
0,3,1,1.1679133820382765,1,0,-0.3892233575678254,False,True
0,2,0,-0.3270376203796822,0,0,-0.4179425246296733,False,True
0,2,0,-0.462942256963133,0,0,-0.37877340997958764,False,False
1,1,1,-0.7347515301300346,0,2,-0.16361898340791017,False,True
0,1,0,0.4883901991210225,1,0,0.3498165414903948,False,True
0,3,0,-0.9386084850052108,0,0,-0.4903780077930662,False,True
0,1,0,-0.39498993867140764,0,0,0.8495300483665489,False,False
0,3,1,,0,2,-0.3749441877046746,False,False
1,3,1,-0.5308945752548584,0,0,-0.5184596093461411,False,True
1,3,1,-0.39498993867140764,1,0,-0.3633761072121622,False,True
0,3,0,-0.7347515301300346,0,0,-0.5376057207207063,True,False
0,2,0,-0.80270384842176,0,0,-0.44666169169152126,False,True
0,2,0,-0.7347515301300346,1,1,0.03677762051625232,False,True
1,3,0,-0.19113298379623142,0,0,-0.517582717445186,False,True
0,3,1,-1.4142747130472886,2,2,-0.008694393998340242,False,True
0,2,0,0.45441403997515983,0,2,-0.16904307676032454,False,True
0,2,0,0.8281517905796495,0,0,-0.4179425246296733,False,True
0,2,0,1.439722655205178,0,0,-0.42703692753259187,False,True
1,1,1,-0.5308945752548584,1,0,0.6082890450470261,False,True
0,3,0,1.7455080875179423,0,0,-0.5127157759337715,False,True
0,3,0,0.7262233131420613,0,2,-0.3892233575678254,False,True
0,3,0,,0,0,-0.5268360330725134,False,True
0,1,0,1.439722655205178,0,1,0.5083310267826957,False,False
1,3,1,-0.9386084850052108,0,0,-0.5187793494060963,True,False
0,3,0,0.012723971078944749,0,0,-0.5127157759337715,False,True
0,3,0,,0,0,-0.5009887827168502,False,True
0,3,0,,8,2,0.6647700736019938,False,True
0,3,0,0.9640564271631002,0,1,-0.35858957936852087,False,True
1,2,1,0.6922471539961987,0,0,-0.36529071834961874,False,True
0,3,0,-0.2590853020879568,0,0,-0.517980956561777,False,True
0,3,0,-0.8706561667134853,0,0,-0.5009887827168502,False,True
0,3,0,-1.9578932593810916,4,1,0.09301932267903786,False,True
1,3,0,-1.4142747130472886,0,2,-0.27386803653606956,False,True
1,1,1,,0,1,0.38619415310206884,False,True
0,3,1,1.0320087454548257,1,4,-0.13266546514865052,False,True
0,1,0,,0,0,-0.17047903511341692,False,True
0,3,0,-0.12318066550450604,0,0,0.4148329064961437,False,True
0,1,0,2.119245838122432,0,0,-0.02544724145108487,False,True
0,3,0,-1.7540363045059155,4,1,-0.10921147871480802,True,False
1,3,1,-1.9578932593810916,1,1,-0.45368257073257434,False,True
0,1,0,1.779484246663805,0,0,-0.07913676696764088,False,False
0,3,0,-0.80270384842176,1,1,-0.5164645845409114,False,True
0,3,0,,3,1,-0.17925369795638021,False,True
0,1,1,1.3717703369134526,0,0,-0.11710924965681623,False,False
0,2,0,0.012723971078944749,0,0,-0.4179425246296733,False,True
0,3,0,0.4204378808292971,0,0,-0.6668419724990221,False,True
0,3,1,,8,2,0.6647700736019938,False,True
0,2,0,,0,0,-0.37869299631181447,False,False
0,3,0,-1.4142747130472886,4,2,-0.06589340172985406,False,True
1,2,0,-1.9578932593810916,2,1,0.07985637110902423,False,True
1,3,1,-1.7540363045059155,0,2,-0.2451488694742216,False,True
0,1,0,,0,0,0.2904635962292424,False,True
1,3,1,,1,0,-0.3700772461932601,True,False
1,1,0,1.0320087454548257,0,0,-0.15851271550431362,False,True
0,3,0,0.6922471539961987,1,1,-0.3700772461932601,True,False
0,3,0,0.4204378808292971,0,0,-0.5156681063077294,False,True
1,2,1,0.14862860766239555,0,0,-0.4179425246296733,False,True
0,2,0,-0.7347515301300346,0,0,-0.4179425246296733,False,True
1,3,1,-0.7347515301300346,1,0,-0.5164645845409114,False,True
1,2,0,-1.821988622797641,1,1,-0.16904307676032454,False,True
1,1,1,0.9640564271631002,0,0,-0.1360964483069726,False,False
1,1,1,1.9153888832472559,0,0,2.138461582991384,False,False
0,3,0,0.8281517905796495,0,1,-0.5059342232849005,False,True
0,2,1,-0.39498993867140764,0,0,-0.4179425246296733,False,True
0,3,0,-0.12318066550450604,0,0,-0.48495391444065183,False,True
0,3,0,0.2845332442458463,0,0,-0.5424726622321209,False,True
0,3,0,1.0659849046006884,0,0,-0.5285113178177878,False,False
1,3,0,-0.80270384842176,0,0,-0.5127157759337715,False,True
0,3,1,-1.8899409410893664,0,1,-0.46652578224263275,False,True
0,3,0,0.14862860766239555,1,0,-0.3633761072121622,False,True
1,3,0,-0.2590853020879568,0,0,-0.30713440504937667,False,False
1,3,1,-0.9386084850052108,0,0,-0.5184596093461411,True,False
1,1,0,0.6922471539961987,0,0,-0.0733125198874981,False,False
0,3,0,-0.39498993867140764,0,0,-0.5318618873083367,False,True
1,2,1,0.35248556253757174,0,0,-0.264773633633151,False,True
0,3,0,-0.5308945752548584,0,0,-0.5280326650334237,False,True
0,3,0,,1,0,-0.5184596093461411,True,False
1,1,1,0.08067628937067015,1,0,1.501933793454861,False,False
1,3,1,-0.19113298379623142,0,0,-0.5151090398555921,False,True
0,2,0,0.8281517905796495,1,0,-0.14989696538575925,False,True
1,1,1,0.14862860766239555,0,0,0.7938474126559008,False,False
0,2,0,0.012723971078944749,0,0,-0.46580780306608655,False,True
1,3,0,-0.9386084850052108,0,0,-0.5127157759337715,False,True
0,2,0,-0.19113298379623142,0,0,-0.4179425246296733,False,True
0,3,0,1.439722655205178,0,0,-0.5127157759337715,False,True
1,1,0,0.5563425174127479,1,0,1.056308051211854,False,True
0,3,0,-0.5308945752548584,0,0,-0.4878258311468366,False,True
1,2,0,-0.7347515301300346,0,0,-0.46580780306608655,False,True
0,3,0,-0.6328230526924465,0,0,-0.5280326650334237,False,True
0,2,0,-0.80270384842176,0,0,-0.4179425246296733,False,True
0,3,1,,3,1,-0.17925369795638021,False,True
1,1,1,0.35248556253757174,1,0,0.9313796744928153,False,True
0,3,0,-0.055228347212780644,0,0,-0.517980956561777,False,True
0,2,0,1.983341201538981,0,0,-0.4083694689423907,False,True
1,3,1,-1.68608398621419,4,2,-0.06589340172985406,False,True
0,2,0,-0.39498993867140764,0,0,-0.46580780306608655,False,True
0,3,1,,0,0,-0.5222888316210541,False,True
0,2,0,0.9640564271631002,1,0,-0.16904307676032454,False,True
1,2,1,-1.482227031339014,0,2,-0.16425654891668323,False,True
0,2,0,-0.7347515301300346,0,0,-0.46580780306608655,False,True
0,2,0,0.21658092595412093,0,0,-0.4318234553762332,False,True
0,3,1,,1,0,-0.39010024946878047,False,False
0,2,0,-0.055228347212780644,0,0,-0.46580780306608655,False,True
0,3,0,-0.5308945752548584,0,0,-0.5304259289552444,False,True
0,3,0,0.012723971078944749,0,0,-0.5285113178177878,False,False
0,1,0,0.9640564271631002,2,0,1.056308051211854,True,False
0,3,1,-0.3270376203796822,0,0,-0.517980956561777,False,True
1,2,1,-0.39498993867140764,0,2,-0.3892233575678254,False,True
1,1,0,0.4883901991210225,1,1,0.3393665939021571,False,True
0,2,0,1.6435796100803541,1,0,-0.16904307676032454,False,True
0,3,0,,0,0,-0.5280326650334237,False,True
0,3,1,-0.055228347212780644,1,1,-0.46652578224263275,False,True
0,1,0,2.187198156414157,0,0,-0.15851271550431362,False,True
0,3,0,0.012723971078944749,1,0,-0.35858957936852087,False,True
0,3,1,0.7601994722879241,0,2,-0.27985119634062117,False,True
1,3,1,-0.055228347212780644,0,2,-0.3749441877046746,False,False
1,1,1,,0,0,0.8495300483665489,False,False
1,1,1,0.012723971078944749,0,0,0.9892966614008755,False,True
1,1,1,0.35248556253757174,0,0,9.142269951142913,False,False
1,2,1,1.3717703369134526,0,1,-0.16904307676032454,False,True
1,3,0,-1.821988622797641,4,2,-0.06589340172985406,False,True
0,1,0,1.5076749734969035,1,1,0.8581457984851033,False,True
0,1,0,0.6922471539961987,0,0,-0.6668419724990221,False,True
0,3,1,,0,0,-0.5184596093461411,True,False
0,2,0,0.4204378808292971,0,0,-0.46580780306608655,False,True
0,3,0,-0.9386084850052108,4,1,0.09301932267903786,False,True
1,3,0,-0.3270376203796822,1,0,-0.517980956561777,False,True
1,1,1,1.9153888832472559,0,1,2.2713681443202036,False,True
1,1,1,0.35248556253757174,0,0,1.930008295400804,False,True
0,1,0,,0,0,-0.0733125198874981,False,True
1,3,0,-0.3270376203796822,0,0,-0.6668419724990221,False,True
1,2,1,0.7601994722879241,0,1,-0.29349280069499895,False,True
0,1,0,0.4883901991210225,0,1,-0.09820246467443298,False,False
1,1,1,2.2551504747058826,1,0,0.825756321872751,False,True
0,3,1,1.0320087454548257,0,0,-0.5184596093461411,False,True
0,2,0,,0,0,-0.6668419724990221,False,True
0,3,0,-1.5501793496307392,4,1,-0.10921147871480802,True,False
1,3,1,0.35248556253757174,1,1,-0.27913321716407496,False,True
0,3,0,2.3910551112893335,0,0,-0.5184596093461411,True,False
0,3,0,-0.12318066550450604,0,0,-0.5164645845409114,False,True
0,3,0,-0.9386084850052108,0,0,-0.48495391444065183,False,True
1,3,0,-0.7347515301300346,0,0,-0.5127157759337715,False,True
0,1,0,,0,0,-0.16904307676032454,False,True
0,3,0,0.21658092595412093,0,0,-0.5009887827168502,False,False
1,3,0,0.012723971078944749,0,0,-0.48495391444065183,False,True
0,3,0,-0.5308945752548584,0,0,-0.5156681063077294,False,True
1,2,0,0.8281517905796495,0,0,-0.4179425246296733,False,True
1,3,1,-0.5308945752548584,0,0,-0.5184596093461411,True,False
1,1,1,-0.2590853020879568,0,0,0.8428289093854509,False,True
1,1,1,-0.7347515301300346,1,0,1.0769705346072849,False,False
0,2,0,0.4204378808292971,0,0,-0.42033578855149395,False,False
0,3,1,-0.39498993867140764,0,0,-0.49739888683411926,False,True
0,3,0,-0.39498993867140764,0,0,-0.5156681063077294,False,True
0,3,0,-0.4289660978172703,0,0,-0.5284309041500147,False,False
0,1,1,-1.8899409410893664,1,2,2.2347512063163477,False,True
1,1,0,,0,0,-0.08288557557478074,False,True
1,1,1,1.3717703369134526,0,1,4.072218831822478,False,False
1,3,0,,2,0,-0.2216948830403791,True,False
0,3,0,-0.7347515301300346,0,0,-0.6668419724990221,False,True
1,2,1,,0,0,-0.4303874970231407,True,False
1,1,0,-1.9633294448444296,1,2,2.2347512063163477,False,True
1,1,1,,0,0,1.4561420388803135,False,False
1,1,1,-0.8706561667134853,1,0,1.418169556191138,False,False
0,2,0,0.012723971078944749,1,0,-0.20733529950945512,False,False
1,1,1,0.012723971078944749,0,0,0.42313083116588024,False,False
1,1,1,-0.39498993867140764,0,0,0.9253161010204906,False,False
1,1,1,-0.80270384842176,2,2,4.356618999402546,False,False
0,2,1,-0.2590853020879568,1,1,-0.16904307676032454,False,True
0,2,0,0.8961041088713749,1,1,-0.16425654891668323,False,True
1,3,1,-0.2590853020879568,0,0,-0.5164645845409114,False,True
1,2,1,-0.39498993867140764,1,0,-0.16904307676032454,False,True
0,2,0,1.6435796100803541,0,0,-0.398796413255108,False,True
1,1,1,0.08067628937067015,0,2,2.489714227658021,False,True
1,1,1,0.6922471539961987,1,1,1.9083100073800092,False,False
0,3,0,-0.19113298379623142,0,0,-0.5156681063077294,False,True
1,2,1,0.012723971078944749,0,0,-0.4303874970231407,True,False
1,2,1,-0.5308945752548584,1,1,-0.11160474263662867,False,True
1,1,1,0.4204378808292971,0,0,1.930008295400804,False,False
0,3,0,2.119245838122432,0,0,-0.5474181028001711,False,True
1,2,1,0.4204378808292971,0,0,-0.4179425246296733,False,True
1,3,1,0.08067628937067015,1,1,-0.27386803653606956,False,True
1,1,1,-0.9386084850052108,0,1,0.4432342481091737,False,False
1,3,1,,2,0,-0.2216948830403791,True,False
0,1,0,1.0659849046006884,0,0,-0.12117779832391132,False,True
0,1,0,0.5563425174127479,0,1,2.2713681443202036,False,True
0,3,0,-0.9386084850052108,2,0,-0.32221196775684685,False,True
1,1,1,,1,0,1.8920358127116288,False,True
0,1,0,-0.055228347212780644,1,0,0.6082890450470261,False,True
1,1,1,0.7601994722879241,0,0,1.9083100073800092,False,False
1,3,0,1.0320087454548257,0,0,-0.5127157759337715,False,True
0,1,0,1.0320087454548257,0,0,0.01284498129804571,False,True
1,2,0,-1.8899409410893664,1,1,-0.16904307676032454,False,True
1,1,1,-0.39498993867140764,3,2,4.368585319011649,False,True
0,2,0,-0.12318066550450604,0,0,-0.4179425246296733,False,True
0,2,0,0.4204378808292971,0,0,-0.4179425246296733,False,True
1,2,1,-0.39498993867140764,0,0,-0.4179425246296733,False,True
1,2,1,0.6922471539961987,0,0,-0.4179425246296733,False,True
1,3,1,,1,0,-0.35858957936852087,False,True
1,3,0,-1.821988622797641,1,1,-0.362418801643434,False,True
0,3,0,0.8281517905796495,0,0,-0.5009887827168502,False,True
0,3,0,-0.462942256963133,0,0,-0.49021909506865724,False,True
0,1,0,,0,0,0.003271925610763064,False,True
0,3,0,-1.0065608032969362,1,1,-0.5284309041500147,False,False
0,3,0,-0.3270376203796822,1,0,-0.3260411900317599,False,True
1,1,1,-0.5308945752548584,0,1,0.38619415310206884,False,True
0,2,1,0.5563425174127479,0,0,-0.4179425246296733,False,True
0,3,0,0.6922471539961987,1,4,-0.13266546514865052,False,True
0,2,0,-0.055228347212780644,1,0,-0.1360964483069726,False,False
0,3,1,1.0320087454548257,0,1,-0.39010024946878047,False,False
0,3,0,0.35248556253757174,0,0,-0.5318618873083367,False,True
0,3,0,0.012723971078944749,0,0,-0.5280326650334237,False,True
1,1,1,2.0512935198307067,1,0,0.7739029084370159,False,False
1,3,1,,0,0,-0.5284309041500147,False,False
1,1,1,-0.39498993867140764,0,0,0.6599835457583525,False,False
1,1,0,-0.3270376203796822,1,0,0.39465099049621427,False,False
0,3,0,-0.80270384842176,1,0,-0.5424726622321209,False,True
0,3,0,-0.7347515301300346,0,0,-0.5127157759337715,False,True
0,1,0,-0.5308945752548584,0,0,1.930008295400804,False,False
0,3,1,-1.821988622797641,3,1,-0.2633376752800586,False,True
1,1,1,,1,0,0.9064093160381075,False,False
1,3,1,-0.5308945752548584,0,0,-0.5280326650334237,False,True
0,1,0,-0.19113298379623142,0,2,3.3825605832215366,False,False
0,3,0,-0.6667992118383091,0,0,-0.5900182006085789,False,False
0,3,0,-0.7347515301300346,0,0,-0.517980956561777,False,True
1,1,1,0.8281517905796495,0,0,3.6893770179989454,False,False
1,3,1,-1.9578932593810916,0,2,-0.3654496310740276,False,False
0,3,0,0.14862860766239555,0,0,-0.5151090398555921,False,True
1,1,1,0.35248556253757174,1,0,0.32875581897837297,False,True
0,2,0,-0.80270384842176,0,0,0.7403972135315268,False,True
0,3,0,-1.9578932593810916,5,2,0.23111065096809,False,True
0,3,0,,0,0,-0.5188578484627321,True,False
1,2,1,-0.8706561667134853,0,0,-0.4370886360042386,False,False
1,1,0,0.4204378808292971,1,2,1.6306913924488124,False,True
1,3,0,-0.5988468935465838,0,0,-0.517582717445186,False,True
0,3,0,-0.12318066550450604,2,0,-0.5151090398555921,False,True
1,1,1,-0.462942256963133,1,0,1.501933793454861,False,False
1,3,1,-0.39498993867140764,0,2,-0.34710191254378175,False,True
0,3,0,-0.5308945752548584,0,0,-0.517582717445186,False,True
0,3,1,0.08067628937067015,0,0,-0.5164645845409114,False,True
0,2,0,1.0999610637465511,0,0,-0.16904307676032454,False,True
0,2,0,-0.462942256963133,0,0,-0.46580780306608655,False,True
1,2,1,-0.12318066550450604,0,0,-0.42464366361077116,False,True
1,3,0,0.6242948357044733,0,0,-0.5151090398555921,False,True
0,3,0,-0.2590853020879568,0,0,-0.5127157759337715,False,True
0,3,1,-0.5988468935465838,1,0,-0.4787314282439181,False,True
0,3,0,-0.12318066550450604,1,0,-0.3633761072121622,False,True
0,3,1,-0.6667992118383091,0,0,-0.5009887827168502,False,True
0,2,0,0.2845332442458463,1,0,-0.264773633633151,False,True
0,3,0,1.439722655205178,0,0,-0.5184596093461411,False,True
1,2,0,-1.821988622797641,1,1,-0.30785238422592287,False,True
0,3,0,-0.5988468935465838,0,0,-0.517980956561777,False,True
0,3,0,,0,0,-0.5355321968588409,True,False
1,1,1,0.21658092595412093,1,0,1.056308051211854,True,False
1,3,0,0.9640564271631002,0,0,-0.5151090398555921,False,True
0,3,1,,0,0,-0.5127157759337715,False,True
1,2,1,0.2845332442458463,1,1,-0.04459335282565016,False,True
1,2,1,-0.80270384842176,0,2,-0.4179425246296733,False,True
0,3,1,-1.3463223947555631,0,2,-0.20446338280327037,False,True
0,3,0,-0.5988468935465838,0,0,-0.5187793494060963,True,False
0,3,0,-0.055228347212780644,0,0,-0.5160663454243204,False,True
0,3,1,-0.12318066550450604,1,1,-0.39113796870528195,False,True
0,3,0,-0.80270384842176,1,1,-0.27985119634062117,False,True
1,2,1,-0.12318066550450604,1,0,-0.16904307676032454,False,True
1,2,1,-0.7347515301300346,0,0,-0.16904307676032454,False,True
